direction,name,ingredients,url,products,crawl_time,prep_time,servings,img_url,description
"1  Heat oven to 325 degrees F. Grease two 9 x 2-inch round layer-cake pans. Line the bottoms with parchment or waxed paper; grease paper; dust the pans with flour.,2  Mix flour, baking powder and salt on parchment or waxed paper. With mixer on medium, beat butter and sugar in bowl until light and fluffy. Add whites, one at a time, beating after each. Beat in vanilla. On low, beat flour mixture alternately with water into butter mixture, beating after each addition. Pour batter into prepared pans.,3  Bake in 325 degrees F oven for 35 minutes. Unmold and cool, following recipe directions.,4  When cakes are almost completely cooled, prepare Butter Cream Frosting: Beat together butter, milk, vanilla, salt and 1 cup sugar in medium-sized bowl until smooth and creamy. Gradually beat in remaining sugar until good spreading consistency.,5  When cakes are completely cooled, slice off rounded top if necessary to flatten (reserve trimmings for snacks). Invert one cake layer onto serving platter. Spread 1/2 to 3/4 cup of frosting over top of cake layer. Place second cake layer on top of first, bottom up. Spread the remaining frosting over sides and top of cake, using long, thin metal spatula to smooth as evenly as possible.,6  Heat together the sugar and cold water in a heavy medium-size skillet over medium-high heat, stirring occasionally with a wooden spoon, until the sugar is completely dissolved and the mixture is turned light golden in color, for about 5 minutes; watch carefully so that the sugar mixture doesnt scorch and blacken. Remove the skillet from heat. Using a wooden spoon, quickly drizzle the caramelized sugar mixture over the top of the cake in a zigzag pattern, drizzling back and forth. Let stand to harden.",Caramel-Drizzle White Cake,"4,3 1/4,3/4,1 1/4,1 2/3,6,2,1,1/2,3,1,1/2,4,1 1/4,3/4,cups,teaspoons,teaspoon,cups,cups,,teaspoons,cup,cup,tablespoons,teaspoon,teaspoon,cups,cups,cup,sifted cake flour,baking powder,salt,(2-1/2 sticks) unsalted butter or margarine, at room temperature,sugar,egg whites,vanilla,water,(1 stick) unsalted butter or margarine, at room temperature,milk,vanilla,salt,sifted powdered sugar,sugar,cold water",http://www.familycircle.com/recipe/layer-cakes/caramel-drizzle-white-cake/,"sifted cake flour,baking powder,salt,(2-1/2 sticks) unsalted butter or margarine at room temperature,sugar,egg whites,vanilla,water,(1 stick) unsalted butter or margarine at room temperature,milk,vanilla,salt,sifted powdered sugar,sugar,cold water",2017-03-23 15:47:33,1 hr 30 mins,16 servings,http://images.meredith.com/bhg/images/recipe/p_R082513.jpg,
"1  Mix together the bulgur with enough warm water to cover it in a medium-size bowl; stir. Drain the bulgur in a fine-mesh sieve. Repeat the rinsing and draining again. Return the bulgur to the bowl. Cover with warm water. Let soak for 1 hour.,2  In another large bowl, mix together the lemon juice and apple; gently toss to coat the apple pieces evenly with the lemon juice. Add the chopped cucumber, chopped green pepper, chopped walnuts, chopped cashews, tomato, scallions, parsley, mint, olive oil, salt and pepper; gently stir to mix well.,3  Drain the bulgur, gently squeezing out the excess water. Add to apple mixture in bowl; stir to combine well, without mashing the apple pieces. Cover the bowl and refrigerate for at least 1 hour or until thoroughly chilled.,4  Arrange the Romaine lettuce leaves on a platter or individual plates. Spoon the bulgur salad over the Romaine leaves. Garnish with mint sprigs and walnuts if desired.",Double Nutty Salad,"1 1/2,1/4,1,1,1,1,1/2,1,1/2,1/2,1/2,1/4,1 1/2,1/4,cups,,cup,,,,cup,cup,,cup,cup,cup,cup,teaspoons,teaspoon,,medium-grain bulgur,Warm water,lemon juice,large apple, cored and coarsely chopped (2 cups),large cucumber, pared, halved lengthwise, seeded and coarsely chopped (1-1/3 cups),small sweet green pepper, halved, cored, seeded and chopped (1 cup),coarsely chopped toasted walnuts,coarsely chopped cashews,medium-size tomato, chopped,chopped scallions (about 4 scallions),chopped fresh parsley,chopped fresh mint,olive oil,salt,ground black pepper,Romaine lettuce leaves, mint sprigs, walnuts",http://www.familycircle.com/recipe/salads/double-nutty-salad/,"medium-grain bulgur,Warm water,lemon juice,large apple cored and coarsely chopped (2 cups),large cucumber pared halved lengthwise seeded and coarsely chopped (1-1/3 cups),small sweet green pepper halved cored seeded and chopped (1 cup),coarsely chopped toasted walnuts,coarsely chopped cashews,medium-size tomato chopped,chopped scallions (about 4 scallions),chopped fresh parsley,chopped fresh mint,olive oil,salt,ground black pepper,Romaine lettuce leaves mint sprigs walnuts",2017-03-23 15:47:41,30 mins,8 servings,http://images.meredith.com/bhg/images/recipe/p_FC1290.jpg,  
"1  Combine soup, milk, eggs and pepper in bowl. Divide broccoli and Cheddar cheese between pie shells. Divide egg mixture between shells. Bake in 450 degrees F oven 10 minutes; reduce oven temperature to 350 degrees F. Bake 20 to 25 minutes, until set.",Chicken Broccoli Quiche,"1,1,6,1,1,2,10 3/4,cup,,,10,cup,,cream of chicken soup,milk,eggs,cayenne pepper,frozen chopped broccoli, thawed,shredded Cheddar cheese,frozen 9-inch pie shells",http://www.familycircle.com/recipe/eggs/chicken-broccoli-quiche/,"cream of chicken soup,milk,eggs,cayenne pepper,frozen chopped broccoli thawed,shredded Cheddar cheese,frozen 9-inch pie shells",2017-03-23 15:47:49,30 mins  to 35 mins  at °F 450 degrees F/350 degrees F,12 servings,http://images.meredith.com/bhg/images/recipe/p_R084162.jpg,
"1  Cut up cheddar cheese and place in a food processor. Pulse until broken up and almost ground. Add cream cheese, milk, dill, garlic powder and pepper. Pulse to blend evenly. Transfer to a large heavy-duty plastic bag.,2  Peel cucumbers in strips, or peel whole cucumber, if desired. Cut into 3/4-inch-thick slices, about 15 per cucumber. Using a melon-baller, spoon or measuring spoon, scoop a small amount of flesh from the centers of the slices. Let slices sit, hollow-side down, on paper towels for 5 minutes.,3  Snip a corner from the bag with filling. Pipe filling into each cucumber slice, dividing equally. Serve immediately. Note: You may prepare and refrigerate filling ahead of time; let warm up slightly before piping into cucumbers.",Cheesy Cucumber Bites,"6,1,3,1/4,1/8,2,ounces,package,tablespoons,teaspoon,teaspoon,,,cheddar cheese,(8 ounces) 1/3-less-fat cream cheese,milk,dried dill,garlic powder,Pinch ground black pepper,seedless cucumbers, trimmed",http://www.familycircle.com/recipe/appetizers-snacks/cheesy-cucumber-bites/,"cheddar cheese,(8 ounces) 1/3-less-fat cream cheese,milk,dried dill,garlic powder,Pinch ground black pepper,seedless cucumbers trimmed",2017-03-23 15:47:55,15 mins,30 servings,http://images.meredith.com/bhg/images/recipe/p_R100001.jpg,  
"1  Combine 1 cup bread flour, 1 cup all-purpose flour, the yeast, sugar and salt in large bowl.,2  Heat water and butter in small saucepan until butter melts. Let cool to 120 degrees F to 130 degrees F. Add to flour mixture; beat with wooden spoon until combined. Beat in 3 eggs. Add remaining flours, 1 cup at a time, until dough pulls away from sides of bowl.,3  Transfer to floured work surface. Knead 8 to 10 minutes, until smooth and elastic, adding a little flour as needed to prevent sticking. Place in well-greased bowl, turning to coat. Cover with clean kitchen towel. Let rise in warm place until doubled in volume, about 1-1/2 hours.,4  Grease two 8-1/2 x 4-1/2 x 2-5/8-inch loaf pans. Gently punch dough down. Let rest for 5 minutes. Divide the dough into 4 equal pieces. Shape 2 pieces into two 7 x 3-inch loaves; transfer one loaf to bottom of each loaf pan.,5  Roll each of the remaining 2 pieces of dough into an approximately 12-inch rope. Cut each rope into 12 equal pieces. With floured hands, shape pieces into balls. Place half of balls on top of dough base in each pan, sides touching. Cover loaves with clean kitchen towel. Let rise until doubled in volume, 1 to 1-1/2 hours.,6  Heat oven to 375 degrees F.,7  Lightly beat the remaining egg in a small bowl just to blend together. Brush evenly over the tops of the risen loaves, being careful not to deflate dough.,8  Bake in 375 degrees F oven for 30 to 35 minutes or until tops of loaves are golden and hollow-sounding when lightly tapped on top. Remove loaves from pans, running knife around the edges to separate, if they stick to the sides of pan. Cool breads on wire racks.",Egg Knot,"2,3,1,3,2 1/2,1,1/4,4,cups,cups,,tablespoons,teaspoons,cup,cup,,bread flour,all-purpose flour,envelope active dry yeast,sugar,salt,water,(1/2 stick) butter, cut up,eggs",http://www.familycircle.com/recipe/eggs-cheese/egg-knot/,"bread flour,all-purpose flour,envelope active dry yeast,sugar,salt,water,(1/2 stick) butter cut up,eggs",2017-03-23 15:48:02,30 mins,32 servings,http://images.meredith.com/bhg/images/recipe/p_FC1343.jpg,  
"1  Heat oven to 375 degrees F. Coat 9-inch springform pan with nonstick cooking spray. Wrap outside of springform pan completely with heavy-duty aluminum foil.,2  Combine cracker crumbs and melted butter in a bowl. Press over bottom of prepared pan.,3  Puree cottage cheese and reserved 1/4 cup peach juice in blender or food processor until smooth, about 1 minute. Add cream cheese, vanilla, lemon juice and 3/4 cup of peaches. Blend until smooth. Add sugar and egg whites. Blend until well combined.,4  Pour cheese mixture into prepared springform pan. Place springform pan in 13 x 9 x 2-inch baking pan. Place pans on rack in oven. Carefully pour enough hot water into 13 x 9 x 2-inch pan to come halfway up sides of pan. Be careful not to splash water between foil and pan.,5  Bake in 375 degrees F oven for 40 to 45 minutes or until cheesecake is set in center.,6  Carefully remove both pans from oven. Carefully remove springform pan from water bath to wire rack. Discard the water in the baking pan. Carefully remove foil from springform pan. Cool cheesecake in pan on wire rack for 30 minutes. Then place in refrigerator until thoroughly chilled, about 4 hours.,7  Top with remaining 1/2 cup peaches and fresh mint leaves if desired.",Peachy Cheesecake,"8,3,1 1/2,1,1,1,1,2/3,4,,tablespoons,cups,can,package,teaspoon,teaspoon,cup,,,boards (2 crackers each) reduced-fat chocolate graham crackers (about 4 ounces), finely crushed,butter, melted,1 percent low-fat cottage cheese,(15 ounces) peaches in juice, drained with 1/4 cup juice reserved,(8 ounces) 1/3-less-fat cream cheese, at room temperature,vanilla,lemon juice,sugar,egg whites,Fresh mint leaves, for garnish (optional)",http://www.familycircle.com/recipe/cakes/peachy-cheesecake/,"boards (2 crackers each) reduced-fat chocolate graham crackers (about 4 ounces) finely crushed,butter melted,1 percent low-fat cottage cheese,(15 ounces) peaches in juice drained with 1/4 cup juice reserved,(8 ounces) 1/3-less-fat cream cheese at room temperature,vanilla,lemon juice,sugar,egg whites,Fresh mint leaves for garnish (optional)",2017-03-23 15:48:13,25 mins,12 servings,http://images.meredith.com/bhg/images/recipe/p_R080357.jpg,  
"1  Heat oven to 400 degrees F. Melt butter in a large nonstick skillet over medium heat. Add apples, currants, sugar and nutmeg. Cook, stirring, 4 to 5 minutes or until apples are tender. Remove from heat and let cool slightly. Stir in cream cheese, egg yolk, flour and lemon zest.,2  Unfold one of the pastry sheets on a lightly floured surface. Roll out slightly to measure 12 inches square. With pizza cutter or sharp knife, cut pastry into 9 equal squares (each 4 inches per side).,3  Spoon 1 tablespoon apple mixture into the center of one square. Fold in half diagonally to form a triangle. Seal open edges with a fork and transfer to an ungreased baking sheet. Brush with a little egg white. Repeat with remaining squares.,4  Bake at 400 degrees F for 14 to 15 minutes, until puffed and nicely browned on top. While turnovers bake, repeat rolling, filling and folding with remaining pastry sheet, filling and brushing with egg white.,5  Remove turnovers from baking pans to wire rack to cool, at least 10 minutes. Best if served same day as baking; reheat in 350 degrees F oven for 5 minutes.",Apple Turnovers,"1,2,1/4,2,4,1,2,1/4,1,tablespoon,,cup,tablespoons,,ounces,,tablespoons,teaspoon,17.3,unsalted butter,medium-size Granny Smith apples (about 1 pound), peeled, cored and grated,dried currants,sugar,Pinch ground nutmeg,(1/2 package) 1/3-less-fat cream cheese, cut into pieces,egg, separated,all-purpose flour,fresh lemon zest,frozen puff pastry sheets, thawed",http://www.familycircle.com/recipe/pies/apple-turnovers/,"unsalted butter,medium-size Granny Smith apples (about 1 pound) peeled cored and grated,dried currants,sugar,Pinch ground nutmeg,(1/2 package) 1/3-less-fat cream cheese cut into pieces,egg separated,all-purpose flour,fresh lemon zest,frozen puff pastry sheets thawed",2017-03-23 15:48:20,15 mins,18 servings,http://images.meredith.com/bhg/images/recipe/p_R096968.jpg,  
"1  Combine onion and butter in 4-quart microwave-safe deep casserole. Microwave, uncovered, on high power for 5 minutes.,2  Stir in rice to coat. Microwave, uncovered, on high power for 2 minutes.,3  Add wine, vegetable broth, salt and saffron if using; stir to combine. Cover with microwave-safe plastic wrap, venting slightly, at one corner. Microwave on high power for 15 minutes; stir. Microwave, uncovered, on high power for 10 minutes.,4  Add sausage slices and asparagus pieces; stir to combine. Microwave uncovered, on high power for another 2 minutes or until all liquid is absorbed and sausage and asparagus are heated through.,5  Stir in Parmesan cheese. Let stand, covered, for 5 minutes. Makes 6 servings.,6  Heat butter in large, deep saute pan over medium heat. Add onion and cook, stirring, about 5 minutes or until softened. Meanwhile, heat broth, salt and saffron in a large saucepan over medium heat. Add rice to onion and cook, stirring constantly, about 1 minute or until rice is coated. Add wine and cook, stirring, until wine is absorbed. Add 1/4 cup broth and cook, stirring, until it is absorbed. Repeat process, adding broth, until rice is tender, 20 to 25 minutes. When rice is almost done, add sausage and asparagus. Stir and cook until heated through. Stir in Parmesan cheese and serve immediately.",Risotto With Chicken Sausage And Asparagus,"1,1/4,1,1/2,3,1/2,3,1,1/2,medium-size,cup,,cup,cans,teaspoon,,,,cup,onion, finely chopped,(1/2 stick) butter,box (12 ounces) arborio rice (about 1-3/4 cups),dry white wine,(14.5 ounces each) vegetable broth,salt,Pinch saffron threads (optional),fully cooked Italian chicken sausages (about 9 ounces total), cut into 1/4-inch-thick slices,box (10 ounces) frozen asparagus spears, thawed, drained and cut into 1-inch pieces,grated Parmesan cheese",http://www.familycircle.com/recipe/chicken/risotto-with-chicken-sausage-and-asparagus/,"onion finely chopped,(1/2 stick) butter,box (12 ounces) arborio rice (about 1-3/4 cups),dry white wine,(14.5 ounces each) vegetable broth,salt,Pinch saffron threads (optional),fully cooked Italian chicken sausages (about 9 ounces total) cut into 1/4-inch-thick slices,box (10 ounces) frozen asparagus spears thawed drained and cut into 1-inch pieces,grated Parmesan cheese",2017-03-23 15:48:26,10 mins,6 servings,http://images.meredith.com/bhg/images/recipe/p_R080093.jpg,  
"1  Heat oven to 350 degrees F. Coat 15 x 10 x 1-inch jelly-roll pan with nonstick cooking spray. Line bottom of pan with waxed paper; coat paper.,2  In medium bowl, whisk together flour, baking powder, baking soda, ginger, orange rind and salt.,3  In large bowl, beat eggs on medium speed until foamy and slightly thickened, about 3 minutes. Add sugar gradually, breaking apart with hands. Beat in oil, followed by buttermilk and vanilla. Stir in the flour mixture. Pour batter into prepared pan, spreading to edges.,4  Bake at 350 degrees F for 20 minutes.,5  Remove cake from oven. Dust top with confectioners sugar. Immediately invert cake onto clean kitchen towel and remove waxed paper. Roll up cake with towel, beginning with short end. Let cool to room temperature, about 1 hour.,6  Meanwhile, in large bowl, combine heavy cream, sugar and orange rind. With electric mixer, beat until stiff peaks form, but texture is still smooth.,7  Once cake has cooled, carefully unroll. Gently spread marmalade over the unrolled cake. Top marmalade with 1 cup whipped cream, leaving 1/2-inch border on short ends. Roll up cake without towel, enclosing filling. Transfer to serving tray. Frost cake with remaining whipped cream. Refrigerate up to 24 hours. Garnish with Sugared Orange Peel.,8  With zester, remove peel from orange. Place in small saucepan with 1-3/4 cups water and bring to a boil. Boil 10 minutes, uncovered, and drain off water. Add another 1-3/4 cups water and bring to a boil again. Boil 10 minutes and drain. Let cool. Meanwhile, whisk together 2 tablespoons warm water and 2 teaspoons powdered egg white. Dip cooled orange peels in the egg white, allowing excess to drip back into the bowl. Transfer to small bowl of granulated sugar. Toss to coat with sugar, then transfer to sheet of waxed paper to dry.",Brown Sugar Cake Roll,"1 1/4,1,1/4,3/4,1/2,1/2,4,3/4,1/3,1/2,1,2,1 1/4,2,1/4,1/3,cups,teaspoon,teaspoon,teaspoon,teaspoon,teaspoon,,cup,cup,cup,teaspoon,tablespoons,cups,tablespoons,teaspoon,cup,,all-purpose flour,baking powder,baking soda,ground ginger,grated orange rind,salt,large eggs,dark muscovado sugar OR: packed dark-brown sugar,vegetable oil,low-fat buttermilk,vanilla extract,confectioners sugar,heavy cream,plus 1 teaspoon confectioners sugar,grated orange rind,orange marmalade,Sugared Orange Peel (recipe follows)",http://www.familycircle.com/recipe/layer-cakes/brown-sugar-cake-roll/,"all-purpose flour,baking powder,baking soda,ground ginger,grated orange rind,salt,large eggs,dark muscovado sugar OR: packed dark-brown sugar,vegetable oil,low-fat buttermilk,vanilla extract,confectioners sugar,heavy cream,plus 1 teaspoon confectioners sugar,grated orange rind,orange marmalade,Sugared Orange Peel (recipe follows)",2017-03-23 15:48:32,15 mins,12 servings,http://images.meredith.com/bhg/images/recipe/p_R076570.jpg,  
"1  Heat broiler.,2  Place mini fillo shells on large baking sheet. Place white chocolate in small glass over simmering water to melt, or place in microwave oven on high; stir until smooth. Spoon 1/2 teaspoon of the melted chocolate into each shell. With small brush, spread chocolate over inside of each shell. Refrigerate 10 minutes or until chocolate is set.,3  Spoon 1 teaspoon of the lemon curd into each shell.,4  Combine water and powdered whites in small bowl. Following package directions, beat until soft peaks form. With mixer going, add sugar gradually; beat until thick and glossy. Fit pastry bag with large star tip; fill with meringue. Pipe large meringue swirl on each tart.,5  Place shells under broiler until meringue is light brown, about 1 minute. Store in refrigerator. Makes 2-1/2 dozen tartlets.",Meringue Tartlets,"2,4,2/3,6,2,1/3,packages,ounces,cup,tablespoons,tablespoons,cup,(about 2 ounces each) mini fillo pastry shells (15 baked shells per package),white baking chocolate, chopped,jarred lemon curd,warm water,powdered egg whites*,sugar",http://www.familycircle.com/recipe/cookies/meringue-tartlets/,"(about 2 ounces each) mini fillo pastry shells (15 baked shells per package),white baking chocolate chopped,jarred lemon curd,warm water,powdered egg whites*,sugar",2017-03-23 15:48:40,15 mins,2-1/2 dozen tartlets,http://images.meredith.com/bhg/images/recipe/p_R075517.jpg,  
"1  In medium-size bowl, combine pear, pecans, cheese, pear nectar, sugar and ginger. Set aside.,2  In large skillet, heat oil over medium heat. Add ginger; cook about 1 minute or until crisp. Remove with slotted spoon and discard.,3  Sprinkle chops with salt and pepper. In same skillet, cook chops 3 minutes or until browned; turn over and brown other side about 3 minutes or until instant-read thermometer inserted in centers registers 160 degrees F. Reduce heat to low; transfer chops to serving platter.,4  Add pear nectar to skillet, stirring to loosen browned bits. Simmer 3 minutes or until thickened. Pour over chops. Top with salsa. If desired, serve with noodles.",Pork with Pear Salsa,"2,1/2,1/4,2,1,1,1,2,4,1,1/4,1/3,,cup,cup,tablespoons,teaspoon,teaspoon,teaspoon,teaspoons,,teaspoon,teaspoon,cup,,pears, cored and chopped,chopped toasted pecans,crumbled blue cheese,pear nectar,brown sugar,grated fresh ginger,vegetable oil,sliced fresh ginger,rib pork chops, 1/2-inch thick (about 1-1/2 pounds total),salt,black pepper,pear nectar,Hot cooked egg noodles, optional",http://www.familycircle.com/recipe/pork/pork-with-pear-salsa/,"pears cored and chopped,chopped toasted pecans,crumbled blue cheese,pear nectar,brown sugar,grated fresh ginger,vegetable oil,sliced fresh ginger,rib pork chops 1/2-inch thick (about 1-1/2 pounds total),salt,black pepper,pear nectar,Hot cooked egg noodles optional",2017-03-23 15:48:47,10 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R107200.jpg,  
"1  Mix reserved cherry syrup and preserves in bowl. Stir in cherries.,2  Beat heavy cream in bowl until soft peaks form. Add sugar and vanilla; beat until stiff peaks form.,3  Place bottom half of each brownie on individual dessert plate. Spoon 1/3 cup of cherry mixture over brownie. Top with dollop of whipped cream, with remaining brownie half and another dollop of whipped cream.",Black Forest Shortcakes,"1/4,1/2,1,1,4,cup,cup,tablespoon,teaspoon,,cherry preserves (reserve 1 tablespoon syrup),heavy cream (see Note),sugar,vanilla,packaged brownies, sliced horizontally through middle",http://www.familycircle.com/recipe/chocolate-cakes/black-forest-shortcakes/,"cherry preserves (reserve 1 tablespoon syrup),heavy cream (see Note),sugar,vanilla,packaged brownies sliced horizontally through middle",2017-03-23 15:48:52,20 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R075890.jpg,  
"1  Heat oven to 375 degrees . Line a large baking sheet with nonstick foil. Prepare Filling: In a medium-size bowl, toss together the plums, blueberries, granulated sugar and cornstarch. Set aside.,2  In a large bowl, combine piecrust mix, granulated sugar, ginger and 1/3 cup water. Stir until mixture begins to come together, then roll out to a 13-inch circle on a lightly floured surface. Carefully roll up onto rolling pin and transfer to prepared baking sheet.,3  Spoon filling onto center of crust, leaving a 3-inch border all around. Fold edge of crust partway over plum mixture. Brush with beaten egg.,4  Bake galette at 375 degrees  for 35 minutes, until crust is browned and center bubbly (some juices may leak out of the crust). Run a thin spatula under galette, then carefully transfer to a serving platter, using 2 spatulas to balance.,5  In a small bowl, mix together the confectioners sugar and 1 tablespoon water. Drizzle over galette and serve.",Plum and Blueberry Galette,"1 1/4,1/2,1/2,4,1,3,1,1/2,pounds,cup,cup,teaspoons,box,tablespoons,,,cup,red or black plums, pitted and cut into 1/2-inch wedges,blueberries,granulated sugar,cornstarch,(11 ounces) piecrust mix,granulated sugar,Pinch of ground ginger,egg, lightly beaten,confectioners' sugar",http://www.familycircle.com/recipe/pies/plum-and-blueberry-galette/,"red or black plums pitted and cut into 1/2-inch wedges,blueberries,granulated sugar,cornstarch,(11 ounces) piecrust mix,granulated sugar,Pinch of ground ginger,egg lightly beaten,confectioners' sugar",2017-03-23 15:48:57,15 mins,12 servings,http://images.meredith.com/bhg/images/recipe/p_R137627.jpg,  
"1  Heat oven to 450 degrees .,2  Place each crust on a baking sheet. Sprinkle 1 cup shredded cheese over each pizza shell. Evenly distribute turkey over each.,3  In small bowl, mix ricotta and cheese spread. Evenly dollop over each pizza.,4  Bake in 450 degrees  oven until heated through and cheese is melted, about 10 minutes. Sprinkle the basil over the pizzas. To serve the pizzas, cut each into 6 equal wedges.",White Pizza with Smoked Turkey,"2,2,4,1,1,1/4,,cups,ounces,,,cup,ready-to-use thin crust Italian pizza bread shells (two 10-ounce packages),preshredded Italian blend cheese,thinly sliced smoked turkey, cut into 1/2-inch-wide strips,container (15 ounces) ricotta cheese,container (4 ounces) garlic-and-herb cheese spread,thinly sliced basil",http://www.familycircle.com/recipe/turkey/white-pizza-with-smoked-turkey/,"ready-to-use thin crust Italian pizza bread shells (two 10-ounce packages),preshredded Italian blend cheese,thinly sliced smoked turkey cut into 1/2-inch-wide strips,container (15 ounces) ricotta cheese,container (4 ounces) garlic-and-herb cheese spread,thinly sliced basil",2017-03-23 15:49:17,10 mins,12 servings,http://images.meredith.com/bhg/images/recipe/p_R073898.jpg,  
"1  In large pot of boiling water, cook bow tie pasta following package directions. Drain.,2  In medium-size saucepan, whisk together soup and milk. Stir in chile powder, cumin and salt. Bring to simmering over medium-high heat. Add flaked tuna and corn; stir until heated through, about 1 minute.,3  In large bowl, toss pasta with sauce. Sprinkle crushed chips over top. Makes 8 servings.","Southwestern Tuna ""Bake""","1,2,1,2,3/4,1/2,1,1,1,pound,cans,cup,teaspoons,teaspoon,teaspoon,can,can,bag,bow tie pasta,(10.75 ounces each) condensed cream of mushroom soup,milk,hot chile powder,ground cumin,salt,(12 ounces) tuna packed in water, drained and flaked,(11 ounces) Mexicali corn, drained,(8.5 ounces) nacho-flavored tortilla chips, coarsely crushed",http://www.familycircle.com/recipe/pasta/southwestern-tuna-bake/,"bow tie pasta,(10.75 ounces each) condensed cream of mushroom soup,milk,hot chile powder,ground cumin,salt,(12 ounces) tuna packed in water drained and flaked,(11 ounces) Mexicali corn drained,(8.5 ounces) nacho-flavored tortilla chips coarsely crushed",2017-03-23 15:49:21,10 mins,8 servings,http://images.meredith.com/bhg/images/recipe/p_R076971.jpg,  
"1  In a large nonstick skillet, heat olive oil over medium-high heat. Add sliced mushrooms and cook 3 minutes. Stir in ground beef, basil, salt and black pepper. Cook 5 minutes, stirring occasionally.,2  Add marinara sauce and cook, stirring occasionally, for 5 minutes over medium heat. Stir in heavy cream and peas. Heat through. While sauce is cooking, cut polenta into 1/2-inch slices. Heat a grill pan and grill polenta until heated through. Spoon sauce over polenta slices and sprinkle each serving with Parmesan cheese.",Bolognese Over Polenta,"1,1,1 1/2,1,1/4,1,1/3,1,1,tablespoon,package,pounds,teaspoon,teaspoon,large jar,cup,cup,tube,,olive oil,(4 ounces) mixed sliced mushrooms,ground beef,basil,each salt and black pepper,(25 ounces) marinara sauce,heavy cream,frozen peas, thawed,(24 ounces) heat-and-serve polenta,Grated Parmesan cheese",http://www.familycircle.com/recipe/beef/bolognese-over-polenta/,"olive oil,(4 ounces) mixed sliced mushrooms,ground beef,basil,each salt and black pepper,(25 ounces) marinara sauce,heavy cream,frozen peas thawed,(24 ounces) heat-and-serve polenta,Grated Parmesan cheese",2017-03-23 15:49:25,16 mins,8 servings,http://images.meredith.com/bhg/images/recipe/p_R106275.jpg,  
"1  In a medium-size skillet or saute pan, heat oil over medium to medium-high heat. Add red pepper, scallions, garlic, Italian seasoning and pepper. Cook 4 minutes, stirring frequently.,2  Add ground chicken. Continue to cook, breaking apart with a wooden spoon, for 4 minutes, until no longer pink.,3  Stir in tomato sauce, barbecue sauce and sugar. Simmer 3 minutes, until slightly thickened. Remove from heat and spoon into hamburger buns or rolls. Serve with chips, if desired.",Sweet 'n' Sour Sloppy Joes,"1,1/2,3,2,1/4,1/4,1,1,1/2,2,4,tablespoon,,,cloves,teaspoon,teaspoon,pound,8,cup,tablespoons,,,olive oil,red pepper, finely diced,scallions, trimmed and chopped,garlic, sliced,Italian seasoning,black pepper,ground chicken,tomato sauce,bottled barbecue sauce,sugar,hamburger buns or soft rolls,Tortilla or potato chips, optional",http://www.familycircle.com/recipe/chicken/sweet-n-sour-sloppy-joes/,"olive oil,red pepper finely diced,scallions trimmed and chopped,garlic sliced,Italian seasoning,black pepper,ground chicken,tomato sauce,bottled barbecue sauce,sugar,hamburger buns or soft rolls,Tortilla or potato chips optional",2017-03-23 15:49:31,5 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R100622.jpg,  
"1  In a bowl, whisk broth, teriyaki sauce, rice vinegar, sugar, sesame oil, Chinese five-spice powder and cornstarch.,2  In a large skillet, heat 1 teaspoon of the vegetable oil over medium-high heat. Add flank steak and cook for about 3 minutes, stirring occasionally. Remove from pan and set aside. Drain any fat from pan.,3  Return skillet to medium-high heat; add broccoli and 1/2 cup of water. Cover and cook for 5 minutes, or until tender. Remove cover; cook until water has evaporated. Add remaining teaspoon of vegetable oil to pan; add peppers and red onion. Cook, stirring occasionally, for 4 minutes or until crisp-tender. Add carrots; cook 1 minute.,4  Return beef to skillet. Add sauce; cook 2 minutes or until thickened. Serve with brown rice.",Beef and Vegetable Stir-Fry,"1,1/4,1/4,2,1,1,4,2,1,4,1,1,1,cup,cup,cup,tablespoons,teaspoon,teaspoon,teaspoons,teaspoons,pound,cups,,,bag,,low-sodium fat-free beef broth,light teriyaki sauce,rice vinegar,sugar,Asian dark sesame oil,Chinese five-spice powder OR 1/2 teaspoon cinnamon,cornstarch,vegetable oil,flank steak, cut against the grain into 1/4-inch strips,broccoli flowerets (1/2 of a 1-pound bag),sweet red pepper, thinly sliced (about 1-1/2 cups),small red onion, thinly sliced (about 1-1/2 cups),(8 ounces) carrot matchsticks,Cooked brown rice",http://www.familycircle.com/recipe/beef/beef-and-vegetable-stir-fry/,"low-sodium fat-free beef broth,light teriyaki sauce,rice vinegar,sugar,Asian dark sesame oil,Chinese five-spice powder OR 1/2 teaspoon cinnamon,cornstarch,vegetable oil,flank steak cut against the grain into 1/4-inch strips,broccoli flowerets (1/2 of a 1-pound bag),sweet red pepper thinly sliced (about 1-1/2 cups),small red onion thinly sliced (about 1-1/2 cups),(8 ounces) carrot matchsticks,Cooked brown rice",2017-03-23 15:49:38,15 mins,4 servings,http://images.meredith.com/bhg/images/recipe/p_R100481.jpg,  
